,price,occupancy_area,room_layout,address,management_expenses,reserve_fund_for_repairs,building_structure,total_number_of_houses,parking,bike_parking,pet,land_rights,management,rank,floor_number,building_age,route,station,walk_distance,running_cost,parking_cost
166,9800000,48.85,２ＬＤＫ,日野市,5000,11000,ＲＣ,30,有,,,所有権,,5,3,50,京王線, 高幡不動駅,11,16000,
167,9800000,17.41,１Ｋ,府中市,7000,5990,ＳＲＣ,49,空無,,,所有権,全部委託・巡回管理,11,4,25,京王線, 東府中駅,4,12990,
168,9800000,47.68,２ＬＤＫ,府中市,12000,11200,ＲＣ,10,無,無,,所有権,,4,4,46,京王線, 分倍河原駅,8,23200,
169,9800000,60.75,３ＬＤＫ,福生市,11000,11440,ＲＣ,105,有,,,所有権,全部委託・日勤管理,9,4,33,ＪＲ青梅線, 福生駅,4,22440,12000
170,9800000,53.76,３ＤＫ,福生市,8900,9210,ＲＣ,89,空無,,,所有権,全部委託・日勤管理,6,4,38,ＪＲ青梅線, 福生駅,12,18110,
171,9800000,66.0,３ＤＫ,福生市,9080,13093,ＲＣ,64,空無,,相談,所有権,全部委託・日勤管理,7,2,46,ＪＲ青梅線, 福生駅,8,22173,
172,9800000,14.31,ワンルーム,文京区,5900,4000,ＲＣ,41,無,,,所有権,全部委託・巡回管理,4,1,37,都営三田線, 春日駅,8,9900,
173,9800000,14.45,ワンルーム,文京区,5900,4000,ＲＣ,41,無,,,所有権,全部委託・巡回管理,4,4,37,都営三田線, 白山駅,9,9900,
174,9800000,16.75,ワンルーム,武蔵野市,2500,4000,ＲＣ,13,無,,,所有権,,4,2,36,ＪＲ中央線, 吉祥寺駅,13,6500,
175,9800000,17.22,１Ｋ,目黒区,6390,5100,ＲＣ,22,無,,,所有権,全部委託・巡回管理,3,1,37,東急東横線, 都立大学駅,6,11490,
176,9900000,14.45,ワンルーム,板橋区,6000,3000,ＲＣ,59,空無,,,所有権,全部委託・巡回管理,5,5,34,都営三田線, 板橋区役所前駅,6,9000,
177,9900000,13.26,ワンルーム,大田区,6000,4000,ＲＣ,26,,,,所有権,全部委託・巡回管理,4,4,37,ＪＲ京浜東北線, 大森駅,9,10000,
178,9900000,43.6,２ＤＫ,葛飾区,7020,8080,ＲＣ,48,空無,,,普通賃借権,全部委託・巡回管理,6,2,37,京成本線, お花茶屋駅,7,15100,
179,10800000,15.43,ワンルーム,大田区,7800,3000,ＲＣ,17,,,,所有権,全部委託・巡回管理,4,3,32,京急本線, 平和島駅,6,10800,
180,10800000,17.42,１Ｋ,大田区,6400,4740,ＲＣ,64,,,,所有権,全部委託・巡回管理,5,2,30,京急本線, 大森町駅,7,11140,
181,10800000,15.02,１Ｋ,大田区,9300,11200,ＲＣ,21,,,,所有権,全部委託・巡回管理,3,2,30,東急多摩川線, 下丸子駅,5,20500,
182,10800000,17.01,ワンルーム,葛飾区,6600,3600,ＲＣ,37,,,,旧法賃借権,全部委託・巡回管理,5,4,37,ＪＲ総武本線, 新小岩駅,10,10200,
183,10800000,29.81,ワンルーム,葛飾区,13400,6499,ＲＣ,12,無,,,所有権,,3,3,30,ＪＲ千代田・常磐緩行線, 綾瀬駅,15,19899,
184,10800000,16.0,ワンルーム,品川区,5000,2000,ＲＣ,112,,,,所有権,全部委託・巡回管理,5,1,34,ＪＲ京浜東北線, 大井町駅,10,7000,
185,10800000,15.5,ワンルーム,渋谷区,5000,5440,ＲＣ,22,,,,所有権,全部委託・巡回管理,4,4,37,京王線, 笹塚駅,6,10440,
186,10800000,15.71,ワンルーム,渋谷区,8090,12570,ＲＣ,47,,,,所有権,全部委託・巡回管理,5,5,33,京王線, 幡ヶ谷駅,5,20660,
187,10800000,11.13,ワンルーム,渋谷区,7200,5000,ＲＣ,49,,,,所有権,全部委託・巡回管理,5,3,36,小田急小田原線, 南新宿駅,8,12200,
188,10800000,22.82,１Ｋ,新宿区,10740,11200,ＲＣ,81,,,,所有権,全部委託・日勤管理,5,1,39,西武新宿線, 下落合駅,8,21940,
189,10800000,16.8,ワンルーム,新宿区,5000,3060,ＲＣ,40,,,,有,,4,3,40,ＪＲ山手線, 目白駅,3,8060,
190,10800000,16.8,ワンルーム,新宿区,5000,5200,ＲＣ,49,無,,,所有権,全部委託・巡回管理,4,3,40,ＪＲ山手線, 目白駅,4,10200,
191,10800000,33.8,２ＤＫ,杉並区,5000,5000,ＲＣ,15,空無,有,,所有権,,5,2,47,西武新宿線, 井荻駅,5,10000,
192,10800000,24.59,ワンルーム,杉並区,5740,10000,ＳＲＣ,57,,,,所有権,全部委託・巡回管理,9,2,47,京王線, 桜上水駅,7,15740,
193,10800000,17.5,ワンルーム,杉並区,10000,9490,ＲＣ,23,無,,,所有権,全部委託・日勤管理,7,5,34,京王井の頭線, 高井戸駅,6,19490,
194,10800000,18.22,ワンルーム,杉並区,10600,3740,ＲＣ,47,無,有,,所有権,,4,4,34,東京メトロ丸ノ内方南支線, 方南町駅,7,14340,
195,10800000,14.23,ワンルーム,世田谷区,6000,3000,ＲＣ,43,,,,所有権,全部委託・巡回管理,7,5,38,小田急小田原線, 千歳船橋駅,9,9000,
196,10800000,41.7,３ＤＫ,立川市,3365,9940,ＲＣ,876,空無,,,所有権,,5,4,53,ＪＲ青梅線, 西立川駅,17,13305,
197,10800000,62.85,３ＤＫ,多摩市,6500,13500,ＳＲＣ,44,有,,,所有権,一部委託・日勤管理,11,2,45,京王相模原線, 京王多摩センター駅,13,20000,7000
198,10800000,59.65,２ＬＤＫ,多摩市,7000,9000,ＲＣ,140,空無,,,所有権,,5,4,43,京王相模原線, 京王多摩センター駅,20,16000,
199,10800000,18.7,ワンルーム,中央区,5980,4000,ＳＲＣ,144,無,無,,所有権,一部委託・日勤管理,10,4,44,東京メトロ日比谷線, 茅場町駅,3,9980,
200,10800000,28.35,１ＤＫ,調布市,8300,5100,鉄骨造,331,空無,,,所有権,全部委託・日勤管理,7,6,49,京王相模原線, 京王多摩川駅,1,13400,
201,10800000,18.85,ワンルーム,調布市,2530,3800,ＳＲＣ,162,有,,,所有権,全部委託・日勤管理,8,2,39,京王線, 調布駅,3,6330,20000
202,10800000,38.61,２ＤＫ,調布市,6000,11200,ＲＣ,49,,,,所有権,,3,1,44,京王線, 布田駅,6,17200,
203,10800000,13.81,ワンルーム,中野区,5800,3000,ＲＣ,114,無,有,,所有権,全部委託・日勤管理,4,4,36,ＪＲ総武線, 中野駅,10,8800,
204,10800000,11.25,ワンルーム,中野区,5000,5100,ＲＣ,44,無,無,,所有権,全部委託・巡回管理,3,2,42,都営大江戸線, 中野坂上駅,7,10100,
205,10800000,11.25,ワンルーム,中野区,5000,5100,ＲＣ,27,,,,所有権,全部委託・巡回管理,3,2,42,東京メトロ丸ノ内線, 中野坂上駅,8,10100,
206,10800000,10.08,ワンルーム,中野区,4000,5050,ＲＣ,27,,,,所有権,全部委託・巡回管理,3,1,41,東京メトロ丸ノ内線, 新中野駅,1,9050,
207,10800000,34.77,２ＤＫ,練馬区,13000,10920,ＲＣ,49,,,,所有権,一部委託・巡回管理,5,4,43,西武池袋線, 大泉学園駅,60,23920,
208,10800000,66.42,３ＬＤＫ,八王子市,11810,3540,ＲＣ,49,空無,有,相談,所有権,,5,5,39,京王高尾線, 山田駅,2,15350,
209,11800000,16.9,１Ｋ,大田区,7500,2535,ＲＣ,17,,,,所有権,全部委託・巡回管理,3,3,32,東急池上線, 蓮沼駅,6,10035,
210,11800000,29.22,１ＬＤＫ,大田区,10000,11200,ＲＣ,24,,,,所有権,,4,3,60,京急空港線, 糀谷駅,7,21200,
211,11800000,35.53,１ＤＫ,葛飾区,9300,11200,ＲＣ,25,,,,旧法賃借権,,6,4,47,京成本線, 堀切菖蒲園駅,1,20500,
212,11800000,19.57,１Ｋ,北区,8500,5870,ＳＲＣ,74,無,,,所有権,全部委託・日勤管理,10,7,29,都営三田線, 板橋本町駅,11,14370,
213,11800000,27.2,１ＤＫ,北区,5470,5700,ＳＲＣ,88,空無,,,所有権,全部委託・日勤管理,16,10,47,都営三田線, 西巣鴨駅,7,11170,
214,11800000,16.48,ワンルーム,北区,6000,5000,ＳＲＣ,54,,,,所有権,全部委託・巡回管理,11,6,33,ＪＲ山手線, 田端駅,10,11000,
215,11800000,17.88,ワンルーム,江東区,6500,6500,ＲＣ,52,無,,,所有権,全部委託・巡回管理,9,8,33,都営新宿線, 大島駅,1,13000,
216,11800000,24.3,ワンルーム,江東区,5000,2500,ＳＲＣ,201,,,,所有権,全部委託・巡回管理,12,8,47,東武亀戸線, 亀戸水神駅,10,7500,
217,11800000,24.3,１ＤＫ,江東区,5000,2500,ＳＲＣ,49,,,,所有権,一部委託・日勤管理,12,8,47,都営新宿線, 大島駅,12,7500,
218,11800000,24.0,１ＤＫ,江東区,9000,11200,ＳＲＣ,250,,,,所有権,,12,2,47,ＪＲ総武線, 亀戸駅,13,20200,
219,11800000,24.3,１Ｋ,江東区,5000,2500,ＳＲＣ,201,,,,所有権,全部委託・日勤管理,12,8,47,ＪＲ総武線, 亀戸駅,13,7500,
220,11800000,66.45,２ＬＤＫ,小平市,4000,9300,ＲＣ,230,空無,,,所有権,一部委託・日勤管理,5,2,50,西武多摩湖線, 八坂駅,5,13300,
221,11800000,10.92,ワンルーム,品川区,6000,3000,ＳＲＣ,129,,,,所有権,全部委託・日勤管理,12,2,36,ＪＲ山手線, 品川駅,9,9000,
222,11800000,14.03,ワンルーム,渋谷区,7000,4000,ＲＣ,52,無,,,所有権,全部委託・日勤管理,4,1,37,東京メトロ千代田線, 代々木公園駅,10,11000,
223,11800000,15.08,ワンルーム,渋谷区,8000,7400,ＲＣ,53,無,,,所有権,全部委託・日勤管理,4,1,36,小田急小田原線, 参宮橋駅,8,15400,
224,11800000,14.46,ワンルーム,新宿区,7900,3450,ＳＲＣ,173,,有,,所有権,,9,6,39,都営大江戸線, 東新宿駅,4,11350,
225,11800000,18.65,ワンルーム,新宿区,9900,5600,ＲＣ,18,,,,所有権,全部委託・巡回管理,5,5,32,ＪＲ総武線, 東中野駅,6,15500,
226,11800000,18.65,ワンルーム,新宿区,9900,5600,ＲＣ,18,無,,,所有権,全部委託・巡回管理,5,5,32,ＪＲ総武線, 東中野駅,9,15500,
227,11800000,17.85,ワンルーム,新宿区,7000,8300,ＲＣ,17,,,,所有権,全部委託・巡回管理,3,2,35,西武新宿線, 下落合駅,8,15300,
228,11800000,15.0,１Ｋ,新宿区,3510,11200,ＲＣ,38,,,,所有権,全部委託・巡回管理,4,2,36,都営大江戸線, 西新宿五丁目駅,5,14710,
229,11800000,21.16,１ＤＫ,杉並区,7060,7230,ＳＲＣ,64,無,有,,旧法賃借権,全部委託・日勤管理,11,9,49,東京メトロ丸ノ内線, 新高円寺駅,5,14290,
230,11800000,20.38,１Ｋ,杉並区,10200,11200,ＲＣ,15,,無,,所有権,,5,3,34,ＪＲ中央線, 高円寺駅,3,21400,
231,11800000,39.05,２ＤＫ,杉並区,5000,11200,ＲＣ,12,無,,,所有権,,4,2,39,西武新宿線, 井荻駅,6,16200,
232,11800000,34.83,１ＤＫ,杉並区,8200,7000,S・RC造,168,無,無,,旧法賃借権,全部委託・日勤管理,15,11,47,京王線, 桜上水駅,6,15200,
233,11800000,34.83,１ＤＫ,杉並区,8200,7000,ＳＲＣ,168,無,,,旧法賃借権,全部委託・日勤管理,15,11,47,京王線, 桜上水駅,6,15200,
234,11800000,30.6,１ＤＫ,杉並区,7000,3000,ＲＣ,49,,,,所有権,全部委託・巡回管理,5,4,47,京王井の頭線, 高井戸駅,6,10000,
235,11800000,17.28,ワンルーム,杉並区,7600,5500,ＲＣ,55,,,,所有権,,6,4,29,東京メトロ丸ノ内方南支線, 方南町駅,3,13100,
236,11800000,18.83,ワンルーム,杉並区,8800,10700,ＲＣ,23,無,,,所有権,全部委託・巡回管理,5,2,29,東京メトロ丸ノ内方南支線, 方南町駅,5,19500,
237,12000000,45.43,３ＤＫ,府中市,4000,7500,ＲＣ,49,有,,,所有権,,4,2,55,ＪＲ武蔵野線, 北府中駅,11,11500,10000
238,12000000,45.43,３ＤＫ,府中市,4000,7500,ＲＣ,702,有,有,,所有権,,4,2,55,ＪＲ武蔵野線, 北府中駅,11,11500,10000
239,12000000,45.43,３ＤＫ,府中市,4000,7500,ＲＣ,702,有,,相談,所有権,,4,2,55,ＪＲ武蔵野線, 北府中駅,11,11500,10000
240,12000000,50.85,２ＬＤＫ,府中市,4000,7500,ＲＣ,702,有,有,,所有権,,4,4,50,ＪＲ南武線, 分倍河原駅,12,11500,10000
241,12000000,21.63,ワンルーム,文京区,13290,8640,ＳＲＣ,25,,,,所有権,全部委託・巡回管理,9,3,40,都営三田線, 春日駅,7,21930,
242,12000000,50.6,３ＤＫ,町田市,9100,10920,ＲＣ,33,無,,,所有権,全部委託・日勤管理,5,5,34,小田急小田原線, 鶴川駅,10,20020,
243,12000000,13.42,ワンルーム,港区,13193,2638,ＳＲＣ,683,空無,空無,,所有権,,10,6,50,東京メトロ千代田線, 赤坂駅,8,15831,
244,12000000,13.55,ワンルーム,港区,7482,9660,ＳＲＣ,40,,,,旧法賃借権,全部委託・日勤管理,11,8,36,東京メトロ南北線, 麻布十番駅,8,17142,
245,12000000,52.72,１ＳＬＤＫ,武蔵村山市,10800,10020,ＲＣ,58,有,,相談,所有権,全部委託・巡回管理,6,3,30,西武拝島線, 西武立川駅,22,20820,9000
246,12000000,52.72,１ＳＬＤＫ,武蔵村山市,10800,10020,ＲＣ,58,空無,,,所有権,全部委託・日勤管理,6,3,30,西武拝島線, 西武立川駅,22,20820,
247,12000000,52.72,１ＳＬＤＫ,武蔵村山市,10800,10020,ＲＣ,58,有,,相談,所有権,全部委託・巡回管理,6,3,30,西武拝島線, 西武立川駅,22,20820,9000
248,12150000,21.12,１Ｋ,新宿区,10800,10240,ＲＣ,25,,,,所有権,全部委託・巡回管理,5,3,39,都営大江戸線, 西新宿五丁目駅,4,21040,
249,12200000,16.38,ワンルーム,品川区,6000,7000,ＲＣ,26,無,,,所有権,全部委託・巡回管理,5,4,30,東急大井町線, 中延駅,4,13000,
250,12200000,17.45,１Ｋ,中野区,6500,7100,ＲＣ,37,,,,所有権,全部委託・巡回管理,4,4,31,東京メトロ丸ノ内線, 新中野駅,3,13600,
251,12200000,17.45,ワンルーム,中野区,6500,7100,ＲＣ,37,無,,,所有権,全部委託・巡回管理,4,4,31,東京メトロ丸ノ内線, 新中野駅,4,13600,
252,12200000,63.02,３ＬＤＫ,八王子市,15400,13860,ＲＣ,27,,,飼育細則有,所有権,全部委託・巡回管理,8,2,26,京王相模原線, 京王堀之内駅,20,29260,
253,12300000,30.41,１ＤＫ,大田区,5600,4480,ＳＲＣ,134,有,,,所有権,,11,5,47,京急空港線, 穴守稲荷駅,2,10080,
254,12300000,21.6,ワンルーム,世田谷区,8800,9504,ＲＣ,14,無,,,所有権,全部委託・巡回管理,4,2,32,東急大井町線, 上野毛駅,7,18304,
255,12300000,13.39,ワンルーム,世田谷区,5000,5100,ＳＲＣ,56,無,,,所有権,全部委託・巡回管理,10,2,37,東急田園都市線, 池尻大橋駅,9,10100,
256,12300000,49.36,２ＤＫ,立川市,4500,10200,ＲＣ,240,,,,所有権,一部委託・日勤管理,5,1,54,, 泉体育館駅,9,14700,
257,12300000,13.8,ワンルーム,港区,13193,2638,ＲＣ,710,,,,所有権,,10,7,50,都営大江戸線, 六本木駅,8,15831,
258,12300000,21.59,１ＤＫ,目黒区,8000,11200,ＲＣ,15,無,,,所有権,,3,3,46,東急東横線, 学芸大学駅,13,19200,
259,12400000,23.23,１Ｋ,練馬区,6000,5530,ＲＣ,45,無,有,,所有権,全部委託・日勤管理,8,3,33,西武池袋線, 石神井公園駅,3,11530,
260,12400000,23.23,１Ｋ,練馬区,6000,5530,ＲＣ,45,無,,,所有権,全部委託・日勤管理,8,3,33,西武池袋線, 石神井公園駅,3,11530,
261,12400000,21.82,１Ｋ,目黒区,7170,5330,ＲＣ,49,,,,所有権,全部委託・巡回管理,3,2,38,東急東横線, 祐天寺駅,17,12500,
262,12500000,68.04,３ＬＤＫ,足立区,6310,12200,ＳＲＣ,499,空無,,要飼育申請・細則有,所有権,全部委託・日勤管理,14,9,43,ＪＲ千代田・常磐緩行線, 亀有駅,60,18510,
263,12500000,41.33,２ＤＫ,板橋区,13400,14000,ＲＣ,23,無,,,所有権,全部委託・日勤管理,5,5,39,都営三田線, 新高島平駅,12,27400,
264,12500000,37.8,２ＤＫ,江戸川区,8250,7780,ＳＲＣ,307,空無,,,所有権,全部委託・常駐管理,11,8,45,東京メトロ東西線, 葛西駅,12,16030,
265,12500000,60.11,３ＬＤＫ,青梅市,10820,10820,ＲＣ,134,空無,,,所有権,全部委託・日勤管理,11,8,25,ＪＲ青梅線, 河辺駅,15,21640,
266,12800000,25.05,ワンルーム,墨田区,8100,2740,ＳＲＣ,54,,,,所有権,全部委託・日勤管理,7,5,48,京成押上線, 押上駅,10,10840,
267,12800000,18.97,ワンルーム,墨田区,7500,2500,ＳＲＣ,34,無,,,所有権,全部委託・日勤管理,9,6,29,東武伊勢崎線, 曳舟駅,9,10000,
268,12800000,17.12,１Ｋ,世田谷区,6500,5500,ＲＣ,45,,有,,所有権,全部委託・巡回管理,5,3,36,東急目黒線, 奥沢駅,3,12000,
269,12800000,29.59,１ＤＫ,世田谷区,7450,4440,ＲＣ,27,有,有,,所有権,全部委託・巡回管理,4,4,46,京王線, 芦花公園駅,11,11890,15000
270,12800000,24.91,１ＤＫ,世田谷区,5800,9600,ＲＣ,63,,,,所有権,全部委託・日勤管理,6,3,45,小田急小田原線, 祖師ヶ谷大蔵駅,11,15400,
271,12800000,23.45,ワンルーム,台東区,6660,6370,鉄骨造,23,,,,所有権,,8,7,40,東京メトロ日比谷線, 仲御徒町駅,3,13030,
272,12800000,31.2,ワンルーム,台東区,4555,10015,ＳＲＣ,90,,,有,有,,11,5,52,東京メトロ銀座線, 田原町駅,5,14570,
273,12800000,55.8,２ＬＤＫ,立川市,7100,12830,ＲＣ,119,,,,所有権,全部委託・日勤管理,7,2,32,西武拝島線, 武蔵砂川駅,8,19930,
274,12800000,55.8,２ＬＤＫ,立川市,7100,12830,ＲＣ,49,空無,,,所有権,全部委託・日勤管理,7,2,32,西武拝島線, 武蔵砂川駅,10,19930,
275,12800000,12.98,ワンルーム,中央区,6035,2750,ＳＲＣ,121,,,,所有権,全部委託・日勤管理,11,9,46,東京メトロ日比谷線, 八丁堀駅,4,8785,
276,12800000,42.79,２ＤＫ,調布市,7200,11200,ＲＣ,14,無,,,所有権,,4,4,41,京王相模原線, 京王多摩川駅,3,18400,
277,12800000,22.76,ワンルーム,調布市,2970,4590,ＳＲＣ,162,無,,,所有権,全部委託・日勤管理,8,2,39,京王線, 調布駅,3,7560,
278,12800000,26.13,１ＤＫ,豊島区,10265,9400,ＳＲＣ,52,空無,無,,所有権,全部委託・日勤管理,9,3,42,東京メトロ丸ノ内線, 新大塚駅,1,19665,
279,12800000,22.12,ワンルーム,中野区,4400,11320,ＲＣ,40,無,,相談,所有権,全部委託・日勤管理,6,3,36,東京メトロ東西線, 落合駅,3,15720,
280,12800000,22.12,ワンルーム,中野区,4400,11320,ＲＣ,40,無,,,所有権,全部委託・巡回管理,6,3,36,ＪＲ総武線, 東中野駅,8,15720,
281,12800000,24.16,ワンルーム,中野区,4000,6800,ＲＣ,41,空無,,,所有権,,8,4,49,東京メトロ丸ノ内方南支線, 中野富士見町駅,5,10800,
282,12800000,24.16,ワンルーム,中野区,4000,6800,ＲＣ,49,,,,所有権,,8,4,49,東京メトロ丸ノ内方南支線, 中野富士見町駅,5,10800,
283,12800000,24.16,ワンルーム,中野区,4000,6800,ＲＣ,40,,,,所有権,,8,4,49,東京メトロ丸ノ内方南支線, 中野富士見町駅,5,10800,
284,12800000,24.16,ワンルーム,中野区,4000,6800,ＲＣ,41,無,,,所有権,,8,4,49,東京メトロ丸ノ内方南支線, 中野富士見町駅,5,10800,
285,12800000,24.16,ワンルーム,中野区,4000,6800,ＲＣ,41,無,,,所有権,,8,4,49,東京メトロ丸ノ内方南支線, 中野富士見町駅,5,10800,
286,12800000,47.93,２ＬＤＫ,西東京市,6700,11000,ＲＣ,42,無,,,所有権,,9,4,44,西武池袋線, 保谷駅,3,17700,
287,12800000,20.2,１Ｋ,練馬区,8000,2400,ＲＣ,25,無,,,所有権,全部委託・巡回管理,5,1,25,西武池袋線, 石神井公園駅,4,10400,
288,12800000,17.08,ワンルーム,練馬区,6900,6300,ＳＲＣ,52,無,無,,所有権,全部委託・巡回管理,10,10,32,西武池袋線, 江古田駅,3,13200,
289,12800000,66.63,３ＬＤＫ,八王子市,7000,8000,ＲＣ,340,有,有,,所有権,全部委託・日勤管理,5,4,45,小田急多摩線, 松が谷駅,5,15000,8000
290,12800000,66.63,３ＬＤＫ,八王子市,7000,8000,ＲＣ,340,有,,,所有権,一部委託・日勤管理,5,4,45,京王相模原線, 松が谷駅,5,15000,8000
291,12800000,66.63,３ＬＤＫ,八王子市,7000,8000,ＲＣ,30,有,有,,所有権,全部委託・日勤管理,5,4,45,京王相模原線, 松が谷駅,5,15000,8000
292,12800000,66.63,３ＬＤＫ,八王子市,7000,8000,ＲＣ,340,有,,,所有権,一部委託・日勤管理,5,4,45,京王相模原線, 松が谷駅,5,15000,8000
293,12800000,66.63,３ＬＤＫ,八王子市,7000,8000,ＲＣ,340,有,有,,所有権,一部委託・日勤管理,5,4,45,京王相模原線, 松が谷駅,5,15000,6000
294,12800000,66.63,３ＬＤＫ,八王子市,7000,8000,ＲＣ,49,有,,,所有権,,5,4,45,京王相模原線, 松が谷駅,5,15000,8000
295,12800000,66.63,３ＬＤＫ,八王子市,7000,8000,ＲＣ,49,有,,,所有権,一部委託・日勤管理,5,4,45,京王相模原線, 松が谷駅,5,15000,6000
296,13400000,21.1,１Ｋ,江戸川区,9100,8230,ＲＣ,58,無,,,所有権,全部委託・日勤管理,8,5,34,ＪＲ総武線, 小岩駅,6,17330,
